client_id,full_name,client_tier,transaction_date,amount_usd,cumulative_inflows
7,Nathaniel Williams,VHNW,2025-06-28,632900.96,2497355.21
7,Nathaniel Williams,VHNW,2025-07-04,60232.36,2557587.57
7,Nathaniel Williams,VHNW,2025-07-17,68257.23,2625844.8
7,Nathaniel Williams,VHNW,2025-08-26,61283.77,2687128.57
7,Nathaniel Williams,VHNW,2025-09-04,135091.44,2822220.01
7,Nathaniel Williams,VHNW,2025-09-07,508152.86,3330372.87
7,Nathaniel Williams,VHNW,2025-09-13,66351.3,3396724.17
7,Nathaniel Williams,VHNW,2025-09-21,62029.52,3458753.69
7,Nathaniel Williams,VHNW,2025-10-03,61501.26,3520254.95
7,Nathaniel Williams,VHNW,2025-10-14,74045.44,3594300.39
7,Nathaniel Williams,VHNW,2025-10-31,139680.76,3733981.15
7,Nathaniel Williams,VHNW,2025-11-01,71699.82,3805680.97
7,Nathaniel Williams,VHNW,2025-11-02,68869.96,3874550.93
7,Nathaniel Williams,VHNW,2025-11-15,60084.12,3934635.05
7,Nathaniel Williams,VHNW,2025-11-18,613338.18,4547973.23
7,Nathaniel Williams,VHNW,2025-11-26,52007.78,4599981.01
7,Nathaniel Williams,VHNW,2025-12-16,190367.7,4790348.71
7,Nathaniel Williams,VHNW,2025-12-19,52165.26,4842513.97
7,Nathaniel Williams,VHNW,2025-12-20,59066.65,4901580.62
7,Nathaniel Williams,VHNW,2025-12-21,510427.08,5412007.7
7,Nathaniel Williams,VHNW,2025-12-21,64510.28,5476517.98
7,Nathaniel Williams,VHNW,2025-12-22,64699.12,5541217.1
7,Nathaniel Williams,VHNW,2025-12-22,50993.45,5592210.55
8,Jorge Roberts,VHNW,2020-09-20,867214.5,867214.5
8,Jorge Roberts,VHNW,2021-03-04,1379133.36,2246347.86
8,Jorge Roberts,VHNW,2021-11-29,123760.93,2370108.79
8,Jorge Roberts,VHNW,2023-02-08,1789950.85,4160059.64
8,Jorge Roberts,VHNW,2023-07-29,775147.97,4935207.61
8,Jorge Roberts,VHNW,2023-08-24,1557209.5,6492417.11
8,Jorge Roberts,VHNW,2024-01-18,1017670.83,7510087.94
8,Jorge Roberts,VHNW,2024-05-16,679777.84,8189865.78
8,Jorge Roberts,VHNW,2024-05-28,1195012.37,9384878.15
8,Jorge Roberts,VHNW,2024-11-01,1121755.4,10506633.55
9,Erica Cobb,VHNW,2021-07-25,364133.68,364133.68
9,Erica Cobb,VHNW,2022-08-25,380502.04,744635.72
9,Erica Cobb,VHNW,2022-08-27,275382.32,1020018.04
9,Erica Cobb,VHNW,2023-07-14,164354.72,1184372.76
9,Erica Cobb,VHNW,2023-08-02,175129.24,1359502.0
9,Erica Cobb,VHNW,2023-11-30,337712.28,1697214.28
9,Erica Cobb,VHNW,2023-12-07,436632.51,2133846.79
9,Erica Cobb,VHNW,2023-12-13,367719.31,2501566.1
9,Erica Cobb,VHNW,2023-12-21,436529.31,2938095.41
9,Erica Cobb,VHNW,2024-02-27,417972.58,3356067.99
9,Erica Cobb,VHNW,2024-04-04,117814.67,3473882.66
9,Erica Cobb,VHNW,2024-04-17,364779.51,3838662.17
9,Erica Cobb,VHNW,2024-08-26,175056.31,4013718.48
9,Erica Cobb,VHNW,2024-11-13,126468.91,4140187.39
9,Erica Cobb,VHNW,2024-11-14,594443.96,4734631.35
9,Erica Cobb,VHNW,2024-12-12,290016.46,5024647.81
9,Erica Cobb,VHNW,2025-01-07,72295.39,5096943.2
9,Erica Cobb,VHNW,2025-01-26,434186.34,5531129.54
9,Erica Cobb,VHNW,2025-03-18,181260.5,5712390.04
9,Erica Cobb,VHNW,2025-03-21,584691.42,6297081.46
9,Erica Cobb,VHNW,2025-03-22,360012.48,6657093.94
9,Erica Cobb,VHNW,2025-04-14,438308.35,7095402.29
9,Erica Cobb,VHNW,2025-04-19,343263.5,7438665.79
9,Erica Cobb,VHNW,2025-04-25,641685.92,8080351.71
9,Erica Cobb,VHNW,2025-04-29,365317.44,8445669.15
9,Erica Cobb,VHNW,2025-05-18,293116.32,8738785.47
9,Erica Cobb,VHNW,2025-05-24,555426.6,9294212.07
9,Erica Cobb,VHNW,2025-06-20,172822.32,9467034.39
9,Erica Cobb,VHNW,2025-06-22,322563.73,9789598.12
9,Erica Cobb,VHNW,2025-09-01,323356.15,10112954.27
9,Erica Cobb,VHNW,2025-10-15,626249.43,10739203.7
9,Erica Cobb,VHNW,2025-11-06,507849.34,11247053.04
9,Erica Cobb,VHNW,2025-12-12,65955.45,11313008.49
9,Erica Cobb,VHNW,2025-12-24,283457.26,11596465.75
10,Joseph Hall,HNW,2024-04-28,414023.57,414023.57
10,Joseph Hall,HNW,2025-08-03,165531.45,579555.02
11,Mariah King,HNW,2025-08-14,98003.35,98003.35
11,Mariah King,HNW,2025-09-06,93459.57,191462.92
11,Mariah King,HNW,2025-10-14,310758.66,502221.58
11,Mariah King,HNW,2025-12-14,262988.73,765210.31
12,Carly Santana,VHNW,2020-10-20,454466.25,454466.25
12,Carly Santana,VHNW,2020-11-27,185969.45,640435.7
12,Carly Santana,VHNW,2021-02-23,426236.11,1066671.81
12,Carly Santana,VHNW,2021-07-13,461323.55,1527995.36
12,Carly Santana,VHNW,2021-08-24,79947.08,1607942.44
12,Carly Santana,VHNW,2021-10-29,701990.48,2309932.92
12,Carly Santana,VHNW,2022-12-21,664304.68,2974237.6
12,Carly Santana,VHNW,2023-03-04,163051.41,3137289.01
12,Carly Santana,VHNW,2023-03-11,668403.04,3805692.05
12,Carly Santana,VHNW,2023-03-16,730257.72,4535949.77
12,Carly Santana,VHNW,2023-03-20,600474.17,5136423.94
12,Carly Santana,VHNW,2023-03-29,722217.44,5858641.38
12,Carly Santana,VHNW,2023-05-11,70436.35,5929077.73
12,Carly Santana,VHNW,2024-06-26,445037.43,6374115.16
12,Carly Santana,VHNW,2024-09-27,837594.73,7211709.89
12,Carly Santana,VHNW,2025-01-25,369722.79,7581432.68
12,Carly Santana,VHNW,2025-01-31,65201.08,7646633.76
12,Carly Santana,VHNW,2025-06-29,314584.53,7961218.29
13,Jasmine Fry,VHNW,2020-05-25,286515.95,286515.95
13,Jasmine Fry,VHNW,2020-06-23,257889.09,544405.04
13,Jasmine Fry,VHNW,2021-02-28,482589.91,1026994.95
13,Jasmine Fry,VHNW,2021-04-09,261604.37,1288599.32
13,Jasmine Fry,VHNW,2022-05-15,206051.44,1494650.76
13,Jasmine Fry,VHNW,2022-05-31,584581.97,2079232.73
13,Jasmine Fry,VHNW,2022-12-07,422024.74,2501257.47
13,Jasmine Fry,VHNW,2023-01-16,479455.87,2980713.34
13,Jasmine Fry,VHNW,2023-02-03,340061.72,3320775.06
13,Jasmine Fry,VHNW,2023-06-10,406999.69,3727774.75
13,Jasmine Fry,VHNW,2023-08-09,602310.23,4330084.98
13,Jasmine Fry,VHNW,2023-11-26,63199.71,4393284.69
13,Jasmine Fry,VHNW,2023-12-11,354956.11,4748240.8
13,Jasmine Fry,VHNW,2024-01-10,299580.87,5047821.67
13,Jasmine Fry,VHNW,2024-02-28,197276.19,5245097.86
13,Jasmine Fry,VHNW,2024-03-10,83403.55,5328501.41
13,Jasmine Fry,VHNW,2024-07-15,235818.75,5564320.16
13,Jasmine Fry,VHNW,2024-11-22,112045.41,5676365.57
13,Jasmine Fry,VHNW,2024-12-04,202188.65,5878554.22
13,Jasmine Fry,VHNW,2025-02-09,417359.35,6295913.57
13,Jasmine Fry,VHNW,2025-06-17,373009.33,6668922.9
13,Jasmine Fry,VHNW,2025-07-14,123226.56,6792149.46
14,Michael Mcfarland,HNW,2025-06-17,124021.58,124021.58
14,Michael Mcfarland,HNW,2025-07-01,67379.98,191401.56
14,Michael Mcfarland,HNW,2025-07-13,126403.25,317804.81
14,Michael Mcfarland,HNW,2025-08-07,72297.75,390102.56
14,Michael Mcfarland,HNW,2025-08-08,160534.45,550637.01
14,Michael Mcfarland,HNW,2025-09-16,95945.72,646582.73
14,Michael Mcfarland,HNW,2025-09-19,149722.68,796305.41
14,Michael Mcfarland,HNW,2025-09-27,59610.21,855915.62
14,Michael Mcfarland,HNW,2025-10-05,155426.71,1011342.33
14,Michael Mcfarland,HNW,2025-10-27,100867.55,1112209.88
14,Michael Mcfarland,HNW,2025-11-03,87254.13,1199464.01
14,Michael Mcfarland,HNW,2025-11-13,104700.3,1304164.31
14,Michael Mcfarland,HNW,2025-11-30,76991.01,1381155.32
14,Michael Mcfarland,HNW,2025-12-18,123313.96,1504469.28
15,Natasha Wood,HNW,2023-11-26,146212.16,146212.16
15,Natasha Wood,HNW,2024-04-05,112425.98,258638.14
15,Natasha Wood,HNW,2024-10-24,227257.56,485895.7
15,Natasha Wood,HNW,2024-11-16,318345.2,804240.9
15,Natasha Wood,HNW,2025-01-03,345747.12,1149988.02
15,Natasha Wood,HNW,2025-03-26,352123.69,1502111.71
15,Natasha Wood,HNW,2025-04-10,66782.72,1568894.43
15,Natasha Wood,HNW,2025-05-06,252951.6,1821846.03
15,Natasha Wood,HNW,2025-08-17,83573.21,1905419.24
15,Natasha Wood,HNW,2025-11-06,343194.49,2248613.73
15,Natasha Wood,HNW,2025-11-18,231274.54,2479888.27
16,Philip Flores,HNW,2025-09-21,478290.68,478290.68
16,Philip Flores,HNW,2025-10-05,327956.01,806246.69
16,Philip Flores,HNW,2025-10-06,306565.84,1112812.53
16,Philip Flores,HNW,2025-10-06,234530.75,1347343.28
16,Philip Flores,HNW,2025-10-23,73410.09,1420753.37
16,Philip Flores,HNW,2025-10-28,232997.08,1653750.45
16,Philip Flores,HNW,2025-10-29,78580.24,1732330.69
16,Philip Flores,HNW,2025-11-11,72558.47,1804889.16
16,Philip Flores,HNW,2025-12-12,250727.16,2055616.32
16,Philip Flores,HNW,2025-12-17,212193.83,2267810.15
16,Philip Flores,HNW,2025-12-28,307670.98,2575481.13
17,Erin Kelly,HNW,2025-12-22,132724.04,132724.04
18,Ashley Rogers MD,VHNW,2024-10-23,136737.22,136737.22
18,Ashley Rogers MD,VHNW,2024-11-03,80783.18,217520.4
18,Ashley Rogers MD,VHNW,2024-12-06,133835.99,351356.39
18,Ashley Rogers MD,VHNW,2025-01-06,187181.66,538538.05
18,Ashley Rogers MD,VHNW,2025-05-06,71105.57,609643.62
18,Ashley Rogers MD,VHNW,2025-05-10,675368.17,1285011.79
18,Ashley Rogers MD,VHNW,2025-06-23,148190.3,1433202.09
18,Ashley Rogers MD,VHNW,2025-07-11,50014.66,1483216.75
18,Ashley Rogers MD,VHNW,2025-07-19,260159.15,1743375.9
18,Ashley Rogers MD,VHNW,2025-09-26,739080.56,2482456.46
18,Ashley Rogers MD,VHNW,2025-09-30,160289.91,2642746.37
18,Ashley Rogers MD,VHNW,2025-12-05,625507.56,3268253.93
19,Chad Price,HNW,2025-03-09,335755.99,335755.99
19,Chad Price,HNW,2025-07-13,109234.48,444990.47
19,Chad Price,HNW,2025-09-01,171409.44,616399.91
19,Chad Price,HNW,2025-09-03,268676.86,885076.77
19,Chad Price,HNW,2025-10-14,52175.88,937252.65
19,Chad Price,HNW,2025-11-15,303926.07,1241178.72
20,Marcus Martin,VHNW,2020-12-12,144404.26,144404.26
20,Marcus Martin,VHNW,2021-05-07,632336.31,776740.57
20,Marcus Martin,VHNW,2021-05-10,545624.69,1322365.26
20,Marcus Martin,VHNW,2021-05-13,541106.59,1863471.85
20,Marcus Martin,VHNW,2021-07-02,468815.01,2332286.86
20,Marcus Martin,VHNW,2021-11-09,576388.44,2908675.3
20,Marcus Martin,VHNW,2022-07-08,863642.01,3772317.31
20,Marcus Martin,VHNW,2022-07-25,475904.42,4248221.73
20,Marcus Martin,VHNW,2022-09-13,158933.04,4407154.77
20,Marcus Martin,VHNW,2022-12-15,176366.16,4583520.93
20,Marcus Martin,VHNW,2023-01-10,72090.97,4655611.9
20,Marcus Martin,VHNW,2024-02-27,48306.96,4703918.86
20,Marcus Martin,VHNW,2024-04-13,903460.98,5607379.84
20,Marcus Martin,VHNW,2024-04-20,29896.52,5637276.36
20,Marcus Martin,VHNW,2024-05-19,26889.4,5664165.76
20,Marcus Martin,VHNW,2024-10-17,181137.9,5845303.66
20,Marcus Martin,VHNW,2024-12-21,1001299.12,6846602.78
20,Marcus Martin,VHNW,2025-01-06,913908.19,7760510.97
20,Marcus Martin,VHNW,2025-02-17,960792.62,8721303.59
20,Marcus Martin,VHNW,2025-07-15,1035554.86,9756858.45
20,Marcus Martin,VHNW,2025-11-08,606401.99,10363260.44
21,Johnny Edwards,HNW,2025-12-09,346607.89,346607.89
21,Johnny Edwards,HNW,2025-12-10,222858.18,569466.07
21,Johnny Edwards,HNW,2025-12-12,157085.58,726551.65
21,Johnny Edwards,HNW,2025-12-17,278281.42,1004833.07
21,Johnny Edwards,HNW,2025-12-18,99429.55,1104262.62
21,Johnny Edwards,HNW,2025-12-21,66966.13,1171228.75
21,Johnny Edwards,HNW,2025-12-21,81705.8,1252934.55
21,Johnny Edwards,HNW,2025-12-21,285113.22,1538047.77
21,Johnny Edwards,HNW,2025-12-24,270387.99,1808435.76
21,Johnny Edwards,HNW,2025-12-28,202848.4,2011284.16
21,Johnny Edwards,HNW,2025-12-28,120326.72,2131610.88
21,Johnny Edwards,HNW,2025-12-31,121427.0,2253037.88
22,Mrs. Barbara Oliver,VHNW,2020-06-19,449236.81,449236.81
22,Mrs. Barbara Oliver,VHNW,2021-02-11,538268.93,987505.74
22,Mrs. Barbara Oliver,VHNW,2022-09-10,745130.49,1732636.23
22,Mrs. Barbara Oliver,VHNW,2023-12-26,777085.73,2509721.96
22,Mrs. Barbara Oliver,VHNW,2024-07-24,626129.22,3135851.18
22,Mrs. Barbara Oliver,VHNW,2024-11-03,379394.95,3515246.13
22,Mrs. Barbara Oliver,VHNW,2025-07-26,283635.28,3798881.41
22,Mrs. Barbara Oliver,VHNW,2025-08-21,77934.04,3876815.45
22,Mrs. Barbara Oliver,VHNW,2025-10-09,342559.21,4219374.66
23,Stephanie Ramos,UHNW,2025-05-23,2790094.94,2790094.94
23,Stephanie Ramos,UHNW,2025-06-02,2497146.75,5287241.69
23,Stephanie Ramos,UHNW,2025-06-14,1758546.17,7045787.86
23,Stephanie Ramos,UHNW,2025-08-04,217207.66,7262995.52
23,Stephanie Ramos,UHNW,2025-08-28,1050206.84,8313202.36
23,Stephanie Ramos,UHNW,2025-10-18,6482402.43,14795604.79
23,Stephanie Ramos,UHNW,2025-10-27,726097.87,15521702.66
23,Stephanie Ramos,UHNW,2025-10-29,6147259.37,21668962.03
23,Stephanie Ramos,UHNW,2025-12-05,4167817.37,25836779.4
23,Stephanie Ramos,UHNW,2025-12-06,5604226.47,31441005.87
23,Stephanie Ramos,UHNW,2025-12-19,4216566.23,35657572.1
24,Christopher Long,UHNW,2022-05-15,157243.9,157243.9
24,Christopher Long,UHNW,2022-08-25,53142.96,210386.86
24,Christopher Long,UHNW,2023-01-25,193769.92,404156.78
24,Christopher Long,UHNW,2024-02-10,132181.2,536337.98
24,Christopher Long,UHNW,2024-03-21,314685.62,851023.6
24,Christopher Long,UHNW,2024-04-28,99342.62,950366.22
24,Christopher Long,UHNW,2025-05-03,79673.72,1030039.94
24,Christopher Long,UHNW,2025-07-30,77424.73,1107464.67
24,Christopher Long,UHNW,2025-07-31,11944791.64,13052256.31
24,Christopher Long,UHNW,2025-08-01,13463404.16,26515660.47
24,Christopher Long,UHNW,2025-08-03,1269411.31,27785071.78
24,Christopher Long,UHNW,2025-08-08,6315482.39,34100554.17
24,Christopher Long,UHNW,2025-08-31,9397311.39,43497865.56
24,Christopher Long,UHNW,2025-09-12,8676717.82,52174583.38
24,Christopher Long,UHNW,2025-09-19,9703108.62,61877692.0
24,Christopher Long,UHNW,2025-11-06,12500536.75,74378228.75
24,Christopher Long,UHNW,2025-11-19,14391971.95,88770200.7
25,Leah Reed,HNW,2025-10-27,198392.7,198392.7
25,Leah Reed,HNW,2025-11-23,263981.99,462374.69
25,Leah Reed,HNW,2025-12-15,302432.95,764807.64
26,Jenna Sullivan,HNW,2023-09-02,202349.74,202349.74
26,Jenna Sullivan,HNW,2023-09-02,276129.95,478479.69
26,Jenna Sullivan,HNW,2023-09-24,336006.46,814486.15
26,Jenna Sullivan,HNW,2023-11-10,119245.34,933731.49
26,Jenna Sullivan,HNW,2024-01-06,52214.33,985945.82
26,Jenna Sullivan,HNW,2024-01-31,102256.68,1088202.5
26,Jenna Sullivan,HNW,2024-05-15,81704.54,1169907.04
26,Jenna Sullivan,HNW,2024-06-05,135579.13,1305486.17
26,Jenna Sullivan,HNW,2024-07-10,453309.34,1758795.51
26,Jenna Sullivan,HNW,2024-10-08,52589.57,1811385.08
26,Jenna Sullivan,HNW,2024-11-06,317624.16,2129009.24
26,Jenna Sullivan,HNW,2024-11-30,468829.7,2597838.94
26,Jenna Sullivan,HNW,2025-01-29,278406.41,2876245.35
26,Jenna Sullivan,HNW,2025-06-28,92369.93,2968615.28
26,Jenna Sullivan,HNW,2025-07-16,264446.17,3233061.45
26,Jenna Sullivan,HNW,2025-10-27,231101.57,3464163.02
27,Brian Murphy,VHNW,2025-07-30,58943.57,58943.57
27,Brian Murphy,VHNW,2025-09-08,311303.18,370246.75
27,Brian Murphy,VHNW,2025-09-13,213274.29,583521.04
27,Brian Murphy,VHNW,2025-09-15,143834.32,727355.36
27,Brian Murphy,VHNW,2025-09-17,231721.0,959076.36
27,Brian Murphy,VHNW,2025-09-26,229174.16,1188250.52
27,Brian Murphy,VHNW,2025-09-28,190992.13,1379242.65
27,Brian Murphy,VHNW,2025-10-10,314879.19,1694121.84
27,Brian Murphy,VHNW,2025-10-13,231863.37,1925985.21
27,Brian Murphy,VHNW,2025-10-14,125951.64,2051936.85
27,Brian Murphy,VHNW,2025-10-15,113513.28,2165450.13
27,Brian Murphy,VHNW,2025-10-19,189092.1,2354542.23
27,Brian Murphy,VHNW,2025-11-16,432676.6,2787218.83
27,Brian Murphy,VHNW,2025-11-17,763702.2,3550921.03
27,Brian Murphy,VHNW,2025-11-21,90533.47,3641454.5
27,Brian Murphy,VHNW,2025-11-25,1567574.81,5209029.31
27,Brian Murphy,VHNW,2025-11-26,98989.33,5308018.64
27,Brian Murphy,VHNW,2025-11-30,1169835.97,6477854.61
27,Brian Murphy,VHNW,2025-11-30,939861.82,7417716.43
27,Brian Murphy,VHNW,2025-12-05,302066.78,7719783.21
27,Brian Murphy,VHNW,2025-12-13,1054810.48,8774593.69
27,Brian Murphy,VHNW,2025-12-13,1731054.91,10505648.6
27,Brian Murphy,VHNW,2025-12-14,84860.81,10590509.41
27,Brian Murphy,VHNW,2025-12-16,129197.87,10719707.28
27,Brian Murphy,VHNW,2025-12-16,99124.55,10818831.83
27,Brian Murphy,VHNW,2025-12-24,1555731.96,12374563.79
27,Brian Murphy,VHNW,2025-12-24,60362.58,12434926.37
27,Brian Murphy,VHNW,2025-12-30,88787.06,12523713.43
27,Brian Murphy,VHNW,2025-12-30,306475.25,12830188.68
27,Brian Murphy,VHNW,2025-12-31,272678.76,13102867.44
28,Lisa Burns,HNW,2024-10-22,93812.59,93812.59
28,Lisa Burns,HNW,2024-11-30,233482.42,327295.01
28,Lisa Burns,HNW,2024-12-31,217211.24,544506.25
28,Lisa Burns,HNW,2025-03-24,103166.99,647673.24
28,Lisa Burns,HNW,2025-04-10,180054.5,827727.74
28,Lisa Burns,HNW,2025-07-01,54202.31,881930.05
28,Lisa Burns,HNW,2025-08-21,120310.51,1002240.56
28,Lisa Burns,HNW,2025-09-27,225149.99,1227390.55
28,Lisa Burns,HNW,2025-10-11,168347.86,1395738.41
28,Lisa Burns,HNW,2025-11-26,87809.5,1483547.91
28,Lisa Burns,HNW,2025-12-29,259515.91,1743063.82
29,Debra Bernard,HNW,2024-04-04,79038.68,79038.68
29,Debra Bernard,HNW,2024-08-13,182168.88,261207.56
29,Debra Bernard,HNW,2025-01-06,270904.14,532111.7
30,Jennifer Garrett,HNW,2024-06-02,161729.71,161729.71
30,Jennifer Garrett,HNW,2024-08-01,63547.82,225277.53
30,Jennifer Garrett,HNW,2024-09-23,173672.54,398950.07
30,Jennifer Garrett,HNW,2025-02-27,128621.39,527571.46
30,Jennifer Garrett,HNW,2025-11-10,126211.8,653783.26
31,Valerie Brown PhD,VHNW,2019-12-14,350367.65,350367.65
31,Valerie Brown PhD,VHNW,2021-04-21,557944.82,908312.47
31,Valerie Brown PhD,VHNW,2023-12-30,724180.86,1632493.33
31,Valerie Brown PhD,VHNW,2024-05-18,1200385.92,2832879.25
31,Valerie Brown PhD,VHNW,2025-05-02,1355041.97,4187921.22
31,Valerie Brown PhD,VHNW,2025-07-11,1317576.34,5505497.56
31,Valerie Brown PhD,VHNW,2025-08-21,1179373.84,6684871.4
32,Lori Collins,VHNW,2023-06-06,594267.81,594267.81
32,Lori Collins,VHNW,2023-06-25,131128.83,725396.64
32,Lori Collins,VHNW,2024-02-18,89664.41,815061.05
32,Lori Collins,VHNW,2024-03-05,1666616.59,2481677.64
32,Lori Collins,VHNW,2024-04-04,88295.52,2569973.16
32,Lori Collins,VHNW,2024-05-24,1504417.2,4074390.36
32,Lori Collins,VHNW,2024-06-19,1098524.03,5172914.39
32,Lori Collins,VHNW,2024-12-06,727305.31,5900219.7
32,Lori Collins,VHNW,2025-08-04,842986.07,6743205.77
32,Lori Collins,VHNW,2025-10-01,512576.95,7255782.72
32,Lori Collins,VHNW,2025-11-04,2095120.42,9350903.14
33,Eric White,HNW,2025-05-16,397520.43,397520.43
33,Eric White,HNW,2025-06-26,382684.67,780205.1
33,Eric White,HNW,2025-07-24,124744.1,904949.2
33,Eric White,HNW,2025-08-16,337250.31,1242199.51
33,Eric White,HNW,2025-09-01,369009.79,1611209.3
33,Eric White,HNW,2025-09-09,395751.48,2006960.78
33,Eric White,HNW,2025-11-26,283644.51,2290605.29
34,Susan Hale,HNW,2023-02-06,55601.77,55601.77
34,Susan Hale,HNW,2023-07-29,218009.99,273611.76
